user,ndcg@5,precision@5,MAP
6324134,0.0,0.0,0.0
6877683,0.0,0.0,0.0
7923185,0.0,0.0,0.0
1204218,0.0,0.0,0.0
7643556,0.0,0.0,0.0
5788655,0.0,0.0,0.0
6329958,0.0,0.0,0.0
8805829,0.0,0.0,0.0
1003958,0.0,0.0,0.0
4620178,0.0,0.0,0.0
4800717,0.0,0.0,0.0
4970406,0.0,0.0,0.0
5039680,0.0,0.0,0.0
5140578,0.0,0.0,0.0
5351133,0.0,0.0,0.0
5388849,0.0,0.0,0.0
5499244,0.0,0.0,0.0
5569192,0.0,0.0,0.0
5586217,0.0,0.0,0.0
5600798,0.0,0.0,0.0
6092168,0.0,0.0,0.0
6690687,0.0,0.0,0.0
7386354,0.0,0.0,0.0
7907495,0.0,0.0,0.0
8247993,0.0,0.0,0.0
8499112,0.0,0.0,0.0
8812010,0.0,0.0,0.0
703210,0.0,0.0,0.0
985407,0.0,0.0,0.0
1045065,0.0,0.0,0.0
1364352,0.0,0.0,0.0
1385608,0.0,0.0,0.0
1507563,0.0,0.0,0.0
1518476,0.0,0.0,0.0
2699256,0.0,0.0,0.0
3368978,0.0,0.0,0.0
3453298,0.0,0.0,0.0
3753597,0.0,0.0,0.0
3838194,0.0,0.0,0.0
3872595,0.0,0.0,0.0
4288771,0.0,0.0,0.0
4337657,0.0,0.0,0.0
4730707,0.0,0.0,0.0
5109377,0.0,0.0,0.0
5684372,0.0,0.0,0.0
8297191,0.0,0.0,0.0
122618,0.0,0.0,0.0
246269,0.0,0.0,0.0
460063,0.0,0.0,0.0
7319919,0.0,0.0,0.0
574803,0.0,0.0,0.0
788886,0.0,0.0,0.0
1777701,0.0,0.0,0.0
2021625,0.0,0.0,0.0
2119201,0.0,0.0,0.0
2257304,0.0,0.0,0.0
2292361,0.0,0.0,0.0
2984858,0.0,0.0,0.0
3118648,0.0,0.0,0.0
3643722,0.0,0.0,0.0
3853011,0.0,0.0,0.0
4208016,0.0,0.0,0.0
4302290,0.0,0.0,0.0
144608,0.0,0.0,0.0
454579,0.0,0.0,0.0
4659849,0.0,0.0,0.0
4698687,0.0,0.0,0.0
4934240,0.0,0.0,0.0
5537142,0.0,0.0,0.0
6379424,0.0,0.0,0.0
6782628,0.0,0.0,0.0
7474291,0.0,0.0,0.0
8150095,0.0,0.0,0.0
8702059,0.0,0.0,0.0
830398,0.0,0.0,0.0
1392208,0.0,0.0,0.0
2153537,0.0,0.0,0.0
2184642,0.0,0.0,0.0
2407600,0.0,0.0,0.0
2747146,0.0,0.0,0.0
2871000,0.0,0.0,0.0
3056442,0.0,0.0,0.0
3090985,0.0,0.0,0.0
3274267,0.0,0.0,0.0
3445249,0.0,0.0,0.0
156982,0.0,0.0,0.0
299570,0.0,0.0,0.0
363614,0.0,0.0,0.0
4602802,0.0,0.0,0.0
5230375,0.0,0.0,0.0
5369406,0.0,0.0,0.0
5584782,0.0,0.0,0.0
5661310,0.0,0.0,0.0
5947566,0.0,0.0,0.0
6791958,0.0,0.0,0.0
6891515,0.0,0.0,0.0
7320165,0.0,0.0,0.0
7444799,0.0,0.0,0.0
8603753,0.0,0.0,0.0
8919669,0.0,0.0,0.0
697940,0.0,0.0,0.0
793063,0.0,0.0,0.0
897195,0.0,0.0,0.0
1394804,0.0,0.0,0.0
1568922,0.0,0.0,0.0
1681383,0.0,0.0,0.0
1690817,0.0,0.0,0.0
1773285,0.0,0.0,0.0
1862975,0.0,0.0,0.0
2225964,0.0,0.0,0.0
2302793,0.0,0.0,0.0
2336790,0.0,0.0,0.0
2358191,0.0,0.0,0.0
2453763,0.0,0.0,0.0
2647776,0.0,0.0,0.0
2737454,0.0,0.0,0.0
2853889,0.0,0.0,0.0
2989560,0.0,0.0,0.0
3067257,0.0,0.0,0.0
3082476,0.0,0.0,0.0
3108919,0.0,0.0,0.0
3395559,0.0,0.0,0.0
4012280,0.0,0.0,0.0
4112091,0.0,0.0,0.0
4180565,0.0,0.0,0.0
4324092,0.0,0.0,0.0
4362506,0.0,0.0,0.0
4380618,0.0,0.0,0.0
4545340,0.0,0.0,0.0
4690505,0.0,0.0,0.0
5249328,0.0,0.0,0.0
5337076,0.0,0.0,0.0
6243472,0.0,0.0,0.0
6282924,0.0,0.0,0.0
6960859,0.0,0.0,0.0
7651263,0.0,0.0,0.0
7816627,0.0,0.0,0.0
537614,0.0,0.0,0.0
576850,0.0,0.0,0.0
782117,0.0,0.0,0.0
927230,0.0,0.0,0.0
1070739,0.0,0.0,0.0
1551178,0.0,0.0,0.0
1609646,0.0,0.0,0.0
1955894,0.0,0.0,0.0
1976040,0.0,0.0,0.0
2056115,0.0,0.0,0.0
2184440,0.0,0.0,0.0
2248002,0.0,0.0,0.0
2273256,0.0,0.0,0.0
2292601,0.0,0.0,0.0
2370640,0.0,0.0,0.0
2517435,0.0,0.0,0.0
2554976,0.0,0.0,0.0
2597008,0.0,0.0,0.0
2706324,0.0,0.0,0.0
2765914,0.0,0.0,0.0
3128196,0.0,0.0,0.0
5044249,0.0,0.0,0.0
5653904,0.0,0.0,0.0
692171,0.0,0.0,0.0
1165205,0.0,0.0,0.0
1273902,0.0,0.0,0.0
2019542,0.0,0.0,0.0
3348166,0.0,0.0,0.0
4221031,0.0,0.0,0.0
4226975,0.0,0.0,0.0
4329876,0.0,0.0,0.0
4599528,0.0,0.0,0.0
5042594,0.0,0.0,0.0
2266477,0.5,0.2,0.14583333333333331
2773261,0.0,0.0,0.0
4605054,0.0,0.0,0.0
4804220,0.0,0.0,0.0
4848800,0.0,0.0,0.0
5302213,0.0,0.0,0.0
5826067,0.0,0.0,0.0
3780832,0.0,0.0,0.0
4773215,0.0,0.0,0.0
5011246,0.0,0.0,0.0
5957260,0.0,0.0,0.0
729975,0.0,0.0,0.0
1400799,0.0,0.0,0.0
1910652,0.0,0.0,0.0
2343385,0.0,0.0,0.0
2732483,0.0,0.0,0.0
4356368,0.0,0.0,0.0
4498206,0.0,0.0,0.0
5022688,0.0,0.0,0.0
7947556,0.0,0.0,0.0
1873893,0.0,0.0,0.0
2021342,0.0,0.0,0.0
2441517,0.0,0.0,0.0
2777454,0.0,0.0,0.0
4701149,0.0,0.0,0.0
4767346,0.0,0.0,0.0
5735170,0.0,0.0,0.0
6166090,0.0,0.0,0.0
6182956,0.0,0.0,0.0
8064272,0.0,0.0,0.0
1118386,0.0,0.0,0.0
1400419,0.0,0.0,0.0
1804286,0.0,0.0,0.0
1912243,0.0,0.0,0.0
2419002,0.0,0.0,0.0
2642985,0.0,0.0,0.0
2938253,0.0,0.0,0.0
3423761,0.0,0.0,0.0
4354427,0.0,0.0,0.0
6041633,0.0,0.0,0.0
6263223,0.0,0.0,0.0
8021077,0.0,0.0,0.0
970123,0.0,0.0,0.0
3620736,0.0,0.0,0.0
4112334,0.0,0.0,0.0
4121418,0.0,0.0,0.0
4156143,0.0,0.0,0.0
2619159,0.0,0.0,0.0
4049237,0.0,0.0,0.0
4604869,0.0,0.0,0.0
7900991,0.0,0.0,0.0
2846392,0.0,0.0,0.0
4494241,0.0,0.0,0.0
4733430,0.0,0.0,0.0
5930605,0.0,0.0,0.0
4500928,0.0,0.0,0.0
4501725,0.0,0.0,0.0
4519356,0.0,0.0,0.0
4569933,0.0,0.0,0.0
4616615,0.0,0.0,0.0
5069749,0.0,0.0,0.0
5102621,0.0,0.0,0.0
5331832,0.0,0.0,0.0
5451546,0.0,0.0,0.0
5552887,0.0,0.0,0.0
5806876,0.0,0.0,0.0
6069390,0.0,0.0,0.0
6160381,0.0,0.0,0.0
6234937,0.0,0.0,0.0
6275666,0.0,0.0,0.0
6345170,0.0,0.0,0.0
6400794,0.0,0.0,0.0
6754691,0.0,0.0,0.0
7325372,0.0,0.0,0.0
7521550,0.0,0.0,0.0
7631494,0.0,0.0,0.0
8136470,0.0,0.0,0.0
676112,0.0,0.0,0.0
860070,0.0,0.0,0.0
910268,0.0,0.0,0.0
1106645,0.0,0.0,0.0
1133820,0.0,0.0,0.0
1185322,0.0,0.0,0.0
1308875,0.0,0.0,0.0
1401370,0.0,0.0,0.0
1521734,0.0,0.0,0.0
1557541,0.0,0.0,0.0
1707053,0.0,0.0,0.0
1851312,0.0,0.0,0.0
1962623,0.0,0.0,0.0
2131527,0.0,0.0,0.0
2316331,0.0,0.0,0.0
2330246,0.0,0.0,0.0
2514331,0.0,0.0,0.0
3017256,0.0,0.0,0.0
3103458,0.0,0.0,0.0
3400248,0.0,0.0,0.0
3944706,0.0,0.0,0.0
4040858,0.0,0.0,0.0
4163417,0.0,0.0,0.0
4214122,0.0,0.0,0.0
4347421,0.0,0.0,0.0
4368910,0.0,0.0,0.0
4427685,0.0,0.0,0.0
4432684,0.0,0.0,0.0
5385406,0.0,0.0,0.0
5746815,0.0,0.0,0.0
797895,0.0,0.0,0.0
3789603,0.0,0.0,0.0
4590174,0.0,0.0,0.0
1570528,0.0,0.0,0.0
4738088,0.0,0.0,0.0
5473971,0.0,0.0,0.0
6348624,0.0,0.0,0.0
7338161,0.0,0.0,0.0
7358973,0.0,0.0,0.0
1113285,0.0,0.0,0.0
3835875,0.0,0.0,0.0
4735988,0.0,0.0,0.0
1582883,0.0,0.0,0.0
4823105,0.0,0.0,0.0
6633408,0.0,0.0,0.0
6891590,0.0,0.0,0.0
4268961,0.0,0.0,0.0
5573520,0.0,0.0,0.0
6365198,0.0,0.0,0.0
1776424,0.0,0.0,0.0
5750465,0.0,0.0,0.0
6151216,0.0,0.0,0.0
6473854,0.0,0.0,0.0
1587743,0.0,0.0,0.0
2642025,0.0,0.0,0.0
1792943,0.0,0.0,0.0
6328202,0.0,0.0,0.0
7184091,0.0,0.0,0.0
6619258,0.0,0.0,0.0
2253444,0.0,0.0,0.0
6576441,0.0,0.0,0.0
4727773,0.0,0.0,0.0
5856700,0.0,0.0,0.0
5167317,0.0,0.0,0.0
5565264,0.0,0.0,0.0
7191544,0.0,0.0,0.0
2665609,0.0,0.0,0.0
3531472,0.0,0.0,0.0
3906203,0.0,0.0,0.0
2618842,0.0,0.0,0.0
2353125,0.0,0.0,0.0
6729019,0.0,0.0,0.0
8199144,0.0,0.0,0.0
1091452,0.0,0.0,0.0
1374677,0.0,0.0,0.0
4048971,0.0,0.0,0.0
2777864,0.0,0.0,0.0
6013722,0.0,0.0,0.0
7201076,0.0,0.0,0.0
4534898,0.0,0.0,0.0
6253861,0.0,0.0,0.0
6407232,0.0,0.0,0.0
6412124,0.0,0.0,0.0
6546201,0.0,0.0,0.0
8097273,0.0,0.0,0.0
841104,0.0,0.0,0.0
1070544,0.0,0.0,0.0
1708271,0.0,0.0,0.0
1803752,0.0,0.0,0.0
3026550,0.0,0.0,0.0
3113417,0.0,0.0,0.0
3159682,0.0,0.0,0.0
474836,0.0,0.0,0.0
5051748,0.0,0.0,0.0
5408678,0.0,0.0,0.0
5836049,0.0,0.0,0.0
6875353,0.0,0.0,0.0
7333721,0.0,0.0,0.0
7820878,0.0,0.0,0.0
605638,0.0,0.0,0.0
2313978,0.0,0.0,0.0
2325962,0.0,0.0,0.0
2792424,0.0,0.0,0.0
2948626,0.0,0.0,0.0
4733693,0.0,0.0,0.0
5270845,0.0,0.0,0.0
5353175,0.0,0.0,0.0
5360133,0.0,0.0,0.0
6852914,0.0,0.0,0.0
6993884,0.0,0.0,0.0
7142658,0.0,0.0,0.0
7319356,0.0,0.0,0.0
1029024,0.0,0.0,0.0
1705936,0.0,0.0,0.0
1883885,0.0,0.0,0.0
2050756,0.0,0.0,0.0
2142391,0.0,0.0,0.0
2174640,0.0,0.0,0.0
2476690,0.0,0.0,0.0
2778057,0.0,0.0,0.0
2888309,0.0,0.0,0.0
3781362,0.0,0.0,0.0
4334498,0.0,0.0,0.0
4364506,0.0,0.0,0.0
4463840,0.0,0.0,0.0
4791441,0.0,0.0,0.0
5135216,0.0,0.0,0.0
5760368,0.0,0.0,0.0
6060316,0.0,0.0,0.0
8351371,0.0,0.0,0.0
1563696,0.0,0.0,0.0
1621726,0.0,0.0,0.0
1771032,0.0,0.0,0.0
2987810,0.0,0.0,0.0
4337298,0.0,0.0,0.0
8662366,0.0,0.0,0.0
1763946,0.0,0.0,0.0
4025306,0.0,0.0,0.0
4537287,0.0,0.0,0.0
5383562,0.0,0.0,0.0
6322867,0.0,0.0,0.0
1103092,0.0,0.0,0.0
2610270,0.0,0.0,0.0
3010625,0.0,0.0,0.0
4039740,0.0,0.0,0.0
4574930,0.0,0.0,0.0
4742858,0.0,0.0,0.0
5431916,0.0,0.0,0.0
5460476,0.0,0.0,0.0
5778823,0.0,0.0,0.0
5827747,0.0,0.0,0.0
6439436,0.0,0.0,0.0
4096536,0.0,0.0,0.0
4417700,0.0,0.0,0.0
866150,0.0,0.0,0.0
2913792,0.0,0.0,0.0
5163295,0.0,0.0,0.0
6855546,0.0,0.0,0.0
4774527,0.0,0.0,0.0
4801532,0.0,0.0,0.0
4803947,0.0,0.0,0.0
4984942,0.0,0.0,0.0
5177111,0.0,0.0,0.0
5208280,0.0,0.0,0.0
5381514,0.0,0.0,0.0
5716768,0.0,0.0,0.0
6354527,0.0,0.0,0.0
6712659,0.0,0.0,0.0
6739177,0.0,0.0,0.0
6951976,0.0,0.0,0.0
7058001,0.0,0.0,0.0
7344067,0.0,0.0,0.0
8248786,0.0,0.0,0.0
8306623,0.0,0.0,0.0
8895180,0.0,0.0,0.0
613495,0.0,0.0,0.0
663923,0.0,0.0,0.0
950383,0.0,0.0,0.0
998609,0.0,0.0,0.0
1039324,0.0,0.0,0.0
1727251,0.0,0.0,0.0
1850617,0.0,0.0,0.0
2234284,0.0,0.0,0.0
2279571,0.0,0.0,0.0
2431495,0.0,0.0,0.0
2517665,0.0,0.0,0.0
2753646,0.0,0.0,0.0
2837076,0.0,0.0,0.0
3231922,0.0,0.0,0.0
3408396,0.0,0.0,0.0
3798601,0.0,0.0,0.0
4099642,0.0,0.0,0.0
4100359,0.0,0.0,0.0
4109489,0.0,0.0,0.0
4226253,0.0,0.0,0.0
4279988,0.0,0.0,0.0
4384204,0.0,0.0,0.0
4414713,0.0,0.0,0.0
7337440,0.0,0.0,0.0
1638611,0.0,0.0,0.0
1654723,0.0,0.0,0.0
1744038,0.0,0.0,0.0
2043604,0.0,0.0,0.0
2384939,0.0,0.0,0.0
7374173,0.0,0.0,0.0
3286045,0.0,0.0,0.0
1952987,0.0,0.0,0.0
4747631,0.0,0.0,0.0
6156332,0.0,0.0,0.0
6818957,0.0,0.0,0.0
7273075,0.0,0.0,0.0
3120867,0.0,0.0,0.0
3714461,0.0,0.0,0.0
1022782,0.0,0.0,0.0
123804,0.0,0.0,0.0
4703705,0.0,0.0,0.0
5698661,0.5,0.2,0.14583333333333331
1104042,0.0,0.0,0.0
3354458,0.0,0.0,0.0
4624251,0.0,0.0,0.0
4717091,0.0,0.0,0.0
4991767,0.0,0.0,0.0
5686360,0.0,0.0,0.0
5812710,0.0,0.0,0.0
6484170,0.0,0.0,0.0
6717323,0.0,0.0,0.0
8464935,0.0,0.0,0.0
3673972,0.0,0.0,0.0
4374622,0.0,0.0,0.0
380965,0.0,0.0,0.0
4575425,0.0,0.0,0.0
4857159,0.0,0.0,0.0
5146367,0.0,0.0,0.0
6101270,0.0,0.0,0.0
6159354,0.0,0.0,0.0
6365094,0.0,0.0,0.0
6626981,0.0,0.0,0.0
2582163,0.0,0.0,0.0
2663769,0.0,0.0,0.0
3017679,0.0,0.0,0.0
3349157,0.0,0.0,0.0
4311999,0.0,0.0,0.0
5790359,0.0,0.0,0.0
2627709,0.0,0.0,0.0
362263,0.0,0.0,0.0
4531997,0.0,0.0,0.0
4878013,0.0,0.0,0.0
5986736,0.0,0.0,0.0
7931457,0.0,0.0,0.0
8662485,0.0,0.0,0.0
572355,0.0,0.0,0.0
720805,0.0,0.0,0.0
727694,0.0,0.0,0.0
754310,0.0,0.0,0.0
908319,0.0,0.0,0.0
912932,0.0,0.0,0.0
976341,0.0,0.0,0.0
1118009,0.0,0.0,0.0
1159501,0.0,0.0,0.0
1248822,0.0,0.0,0.0
1306752,0.0,0.0,0.0
1343373,0.0,0.0,0.0
1956770,0.0,0.0,0.0
1116690,0.0,0.0,0.0
4324358,0.0,0.0,0.0
309587,0.0,0.0,0.0
494464,0.0,0.0,0.0
53836,0.0,0.0,0.0
4604855,0.0,0.0,0.0
4660561,0.0,0.0,0.0
4715625,0.0,0.0,0.0
5540686,0.0,0.0,0.0
5704738,0.0,0.0,0.0
5918924,0.0,0.0,0.0
6293544,0.0,0.0,0.0
6684189,0.0,0.0,0.0
7267483,0.0,0.0,0.0
8575245,0.0,0.0,0.0
573249,0.0,0.0,0.0
645104,0.0,0.0,0.0
667246,0.0,0.0,0.0
694451,0.0,0.0,0.0
744005,0.0,0.0,0.0
825564,0.0,0.0,0.0
967713,0.0,0.0,0.0
1004654,0.0,0.0,0.0
1213279,0.0,0.0,0.0
1245886,0.0,0.0,0.0
1273752,0.0,0.0,0.0
1361664,0.0,0.0,0.0
1623122,0.0,0.0,0.0
1757105,0.0,0.0,0.0
1805186,0.0,0.0,0.0
1819878,0.0,0.0,0.0
1867834,0.0,0.0,0.0
1964394,0.0,0.0,0.0
2071557,0.0,0.0,0.0
2127436,0.0,0.0,0.0
2130659,0.0,0.0,0.0
2165651,0.0,0.0,0.0
2207088,0.0,0.0,0.0
2349486,0.0,0.0,0.0
2393704,0.0,0.0,0.0
2590193,0.0,0.0,0.0
2699805,0.0,0.0,0.0
2752515,0.0,0.0,0.0
2902623,0.0,0.0,0.0
2911461,0.0,0.0,0.0
2970204,0.0,0.0,0.0
3026164,0.0,0.0,0.0
3323065,0.0,0.0,0.0
3821230,0.0,0.0,0.0
3882765,0.0,0.0,0.0
4068301,0.0,0.0,0.0
4182322,0.0,0.0,0.0
4238937,0.0,0.0,0.0
4271958,0.0,0.0,0.0
4345558,0.0,0.0,0.0
4357911,0.0,0.0,0.0
4385711,0.0,0.0,0.0
4402416,0.0,0.0,0.0
4456859,0.0,0.0,0.0
370645,0.0,0.0,0.0
387127,0.0,0.0,0.0
442836,0.0,0.0,0.0
4718153,0.0,0.0,0.0
4737473,0.0,0.0,0.0
5031561,0.0,0.0,0.0
5158571,0.0,0.0,0.0
5386418,0.0,0.0,0.0
5571724,0.0,0.0,0.0
5611220,0.0,0.0,0.0
5682116,0.0,0.0,0.0
6014936,0.0,0.0,0.0
6282451,0.0,0.0,0.0
6370313,0.0,0.0,0.0
6589843,0.0,0.0,0.0
7307914,0.0,0.0,0.0
7528710,0.0,0.0,0.0
7535697,0.0,0.0,0.0
7538128,0.0,0.0,0.0
8022025,0.0,0.0,0.0
8575306,0.0,0.0,0.0
9227721,0.0,0.0,0.0
543282,0.0,0.0,0.0
755186,0.0,0.0,0.0
770340,0.0,0.0,0.0
788336,0.0,0.0,0.0
909080,0.0,0.0,0.0
972483,0.0,0.0,0.0
1010739,0.0,0.0,0.0
1169362,0.0,0.0,0.0
1175945,0.0,0.0,0.0
1358011,0.0,0.0,0.0
1361554,0.0,0.0,0.0
1652534,0.0,0.0,0.0
1663463,0.0,0.0,0.0
1726366,0.0,0.0,0.0
1730150,0.0,0.0,0.0
1759089,0.0,0.0,0.0
1781964,0.0,0.0,0.0
1858290,0.0,0.0,0.0
1871785,0.0,0.0,0.0
1963839,0.0,0.0,0.0
2092223,0.0,0.0,0.0
2120788,0.0,0.0,0.0
2137565,0.0,0.0,0.0
2208534,0.0,0.0,0.0
2208746,0.0,0.0,0.0
2217757,0.0,0.0,0.0
2243876,0.0,0.0,0.0
2250612,0.0,0.0,0.0
2328276,0.0,0.0,0.0
2407005,0.0,0.0,0.0
2491817,0.0,0.0,0.0
3145028,0.0,0.0,0.0
3190955,0.0,0.0,0.0
3212025,0.0,0.0,0.0
3248292,0.0,0.0,0.0
3845732,0.0,0.0,0.0
3981780,0.0,0.0,0.0
4220950,0.0,0.0,0.0
4316663,0.0,0.0,0.0
4369280,0.0,0.0,0.0
4407605,0.0,0.0,0.0
4444283,0.0,0.0,0.0
102390,0.0,0.0,0.0
134545,0.0,0.0,0.0
4561926,0.0,0.0,0.0
4564911,0.0,0.0,0.0
4612655,0.0,0.0,0.0
4724487,0.0,0.0,0.0
4741780,0.0,0.0,0.0
4755090,0.0,0.0,0.0
5494836,0.0,0.0,0.0
5548401,0.0,0.0,0.0
5710363,0.0,0.0,0.0
6732658,0.0,0.0,0.0
8471857,0.0,0.0,0.0
551786,0.0,0.0,0.0
892226,0.0,0.0,0.0
945165,0.0,0.0,0.0
1180957,0.0,0.0,0.0
1197815,0.0,0.0,0.0
1399297,0.0,0.0,0.0
1427726,0.0,0.0,0.0
1467397,0.0,0.0,0.0
1509808,0.0,0.0,0.0
1547857,0.0,0.0,0.0
1653113,0.0,0.0,0.0
1706051,0.0,0.0,0.0
1716755,0.0,0.0,0.0
1793757,0.0,0.0,0.0
1831756,0.0,0.0,0.0
1899359,0.0,0.0,0.0
1910074,0.0,0.0,0.0
1965500,0.0,0.0,0.0
1968974,0.0,0.0,0.0
1986520,0.0,0.0,0.0
2104892,0.0,0.0,0.0
2163663,0.0,0.0,0.0
2191537,0.0,0.0,0.0
2238971,0.0,0.0,0.0
2412082,0.0,0.0,0.0
2461374,0.0,0.0,0.0
2490778,0.0,0.0,0.0
2513926,0.0,0.0,0.0
3010972,0.0,0.0,0.0
3055424,0.0,0.0,0.0
3077355,0.0,0.0,0.0
3102161,0.0,0.0,0.0
3159672,0.0,0.0,0.0
3306332,0.0,0.0,0.0
3446643,0.0,0.0,0.0
3562236,0.0,0.0,0.0
4036404,0.0,0.0,0.0
4050171,0.0,0.0,0.0
